State,Customer Lifetime Value,Coverage,Monthly Premium Auto,Total Claim Amount,Vehicle Class,Vehicle Size
Oregon,3964.81296,Extended,99,475.2,Four-Door Car,Medsize
California,4911.773088,Basic,69,496.8,Four-Door Car,Medsize
Oregon,7805.31287,Basic,106,508.8,SUV,Small
Arizona,7200.664877,Basic,66,316.8,Four-Door Car,Medsize
Oregon,5389.499465,Extended,136,57.712985,Sports Car,Medsize
California,3241.314176,Extended,80,294.319428,Four-Door Car,Small
California,5528.212807,Basic,72,345.6,Four-Door Car,Medsize
Washington,7173.909404,Basic,61,147.080303,Four-Door Car,Medsize
Arizona,7076.653181,Basic,68,489.6,Two-Door Car,Large
California,3700.385003,Extended,96,666.724937,Four-Door Car,Medsize
California,5328.835851,Basic,70,42.238585,Two-Door Car,Large
Nevada,4838.877084,Basic,66,700.331425,Four-Door Car,Small
Washington,10700.4952,Extended,89,527.139074,Four-Door Car,Medsize
California,7879.928952,Extended,98,470.4,Two-Door Car,Small
California,7869.432384,Basic,65,48.828732,Four-Door Car,Medsize
California,2586.807171,Basic,71,191.640085,Four-Door Car,Medsize
Arizona,7286.789075,Basic,61,202.847644,Four-Door Car,Large
California,11797.99211,Basic,100,418.864555,SUV,Small
California,9386.753031,Basic,119,203.352239,SUV,Medsize
Oregon,6308.922374,Extended,79,4.61262,Four-Door Car,Medsize
Washington,17484.53438,Basic,73,525.6,Four-Door Car,Small
Oregon,15428.01044,Extended,98,470.4,Two-Door Car,Small
Arizona,5630.793,Basic,70,336,Four-Door Car,Small
California,18131.18874,Extended,82,393.6,Four-Door Car,Large
California,8087.219475,Premium,110,550.825934,Two-Door Car,Medsize
Arizona,18453.57629,Basic,66,247.911872,Four-Door Car,Medsize
California,5217.513287,Basic,66,261.930545,Two-Door Car,Medsize
Oregon,4835.783179,Basic,61,295.223164,Four-Door Car,Small
Oregon,5597.12496,Extended,139,667.2,SUV,Medsize
California,8920.463999,Premium,112,537.6,Two-Door Car,Large
Oregon,5995.411008,Extended,78,76.025368,Two-Door Car,Large
California,38496.94701,Extended,124,345.211703,SUV,Medsize
California,8382.630118,Basic,117,561.6,Sports Car,Medsize
Washington,13372.02426,Premium,110,528,Two-Door Car,Small
Washington,8972.140307,Basic,74,136.829537,Four-Door Car,Large
California,5405.518391,Basic,68,5.674809,Two-Door Car,Medsize
California,9352.478998,Extended,78,9.747443,Four-Door Car,Medsize
Arizona,4339.871053,Basic,109,779.052276,SUV,Medsize
California,17723.76398,Extended,222,1253.984948,Luxury SUV,Medsize
Oregon,7507.455372,Basic,64,231.201886,Two-Door Car,Medsize
Washington,8029.393076,Premium,101,628.498605,Four-Door Car,Medsize
Washington,2831.587689,Extended,77,369.6,Four-Door Car,Medsize
Arizona,10080.37031,Extended,130,623.505066,SUV,Medsize
California,6503.397049,Extended,84,451.670309,Two-Door Car,Small
Washington,3331.445625,Extended,84,403.2,Four-Door Car,Medsize
California,4620.390087,Extended,130,936,SUV,Medsize
Arizona,2471.528431,Basic,61,114.273025,Two-Door Car,Medsize
Oregon,6494.243995,Extended,85,408,Four-Door Car,Small
Washington,9657.579498,Extended,131,628.8,SUV,Medsize
Nevada,4904.894731,Extended,139,667.2,Sports Car,Medsize
Arizona,4802.477033,Basic,61,365.312072,Four-Door Car,Medsize
Nevada,7955.774758,Basic,74,355.2,Four-Door Car,Medsize
Oregon,6941.900812,Extended,96,460.8,Four-Door Car,Small
Oregon,8382.478392,Basic,71,791.878042,Four-Door Car,Medsize
Oregon,3536.431774,Extended,90,634.385937,Four-Door Car,Small
California,3244.816567,Extended,82,277.795988,Two-Door Car,Medsize
California,7611.212764,Premium,103,741.6,Four-Door Car,Medsize
Oregon,4505.398267,Basic,111,134.222332,SUV,Medsize
Nevada,2445.844833,Basic,62,15.616535,Four-Door Car,Medsize
Nevada,16477.76843,Basic,70,336,Two-Door Car,Medsize
Oregon,3546.400212,Basic,103,621.959357,SUV,Small
Nevada,4277.27009,Basic,107,513.6,SUV,Small
California,4784.773547,Basic,72,779.629297,Four-Door Car,Medsize
California,7572.237727,Premium,107,425.964628,Four-Door Car,Large
Arizona,11760.87637,Extended,99,513.252488,Two-Door Car,Small
Oregon,3933.813993,Basic,103,674.973614,SUV,Medsize
Nevada,5700.761833,Basic,72,465.763576,Two-Door Car,Medsize
Oregon,3498.634784,Extended,90,351.286604,Four-Door Car,Medsize
Arizona,5768.091295,Basic,74,418.927204,Two-Door Car,Medsize
Arizona,6361.954003,Extended,87,417.6,Four-Door Car,Medsize
Oregon,6503.397049,Extended,84,451.670309,Two-Door Car,Small
Washington,6832.111972,Extended,93,446.4,Four-Door Car,Small
Oregon,5785.223477,Basic,72,293.86579,Four-Door Car,Medsize
Oregon,5619.689084,Premium,153,1027.000029,SUV,Medsize
Oregon,2599.2896,Basic,66,192.213037,Four-Door Car,Medsize
California,6732.970948,Basic,62,446.4,Two-Door Car,Medsize
California,18321.86647,Basic,66,316.8,Two-Door Car,Medsize
Washington,9102.902307,Premium,114,547.2,Four-Door Car,Small
Oregon,4002.857594,Basic,114,820.8,SUV,Medsize
Oregon,8620.997439,Premium,108,518.4,Two-Door Car,Medsize
Oregon,10388.986,Extended,90,161.423101,Two-Door Car,Medsize
Oregon,8427.172486,Extended,215,1032,Luxury SUV,Medsize
California,7007.274228,Basic,101,973.787176,SUV,Medsize
Oregon,5176.579135,Basic,65,81.452537,Four-Door Car,Large
Oregon,5389.499465,Extended,136,57.712985,Sports Car,Medsize
Washington,4067.004737,Basic,102,371.802628,SUV,Medsize
Oregon,4434.941371,Basic,112,103.022126,SUV,Medsize
Arizona,14010.52742,Basic,71,101.353875,Four-Door Car,Medsize
Nevada,12350.05824,Premium,103,294.058449,Two-Door Car,Medsize
California,8161.576876,Basic,102,204.74051,SUV,Medsize
Oregon,11009.13049,Premium,283,1358.4,Luxury Car,Medsize
Arizona,8717.049833,Basic,74,355.2,Four-Door Car,Large
Oregon,5917.466603,Premium,169,1207.084251,SUV,Medsize
California,2503.660407,Basic,63,35.45384,Four-Door Car,Medsize
Washington,12682.25069,Extended,80,384,Four-Door Car,Medsize
Oregon,4330.38602,Premium,107,513.6,Four-Door Car,Medsize
California,10487.74332,Extended,89,441.757585,Four-Door Car,Medsize
Arizona,3567.503755,Basic,102,660.430456,SUV,Medsize
Oregon,19896.42226,Extended,248,632.944366,Luxury SUV,Medsize
Oregon,21423.63723,Basic,65,312,Two-Door Car,Medsize
Washington,5581.761298,Basic,70,239.328571,Two-Door Car,Medsize
California,3515.831889,Extended,90,372.652536,Four-Door Car,Medsize
California,12036.62051,Basic,104,499.2,SUV,Medsize
California,3609.798318,Extended,97,647.039443,Four-Door Car,Small
Oregon,17732.46488,Basic,74,68.647736,Two-Door Car,Medsize
Nevada,8509.850887,Basic,74,523.888845,Four-Door Car,Small
Arizona,5866.424273,Basic,73,234.234301,Two-Door Car,Medsize
California,4825.500869,Basic,63,272.843439,Four-Door Car,Medsize
California,5389.499465,Extended,136,57.712985,Sports Car,Medsize
California,7778.005623,Basic,72,430.818992,Four-Door Car,Small
Oregon,26346.08582,Extended,223,1605.6,Luxury SUV,Medsize
California,14866.45116,Extended,126,604.8,Sports Car,Medsize
Arizona,8324.23271,Extended,121,871.2,Sports Car,Medsize
Oregon,9238.305998,Extended,128,921.6,SUV,Medsize
Nevada,22693.29076,Basic,64,9.163065,Two-Door Car,Medsize
Arizona,6236.018595,Extended,78,223.950089,Four-Door Car,Medsize
California,5012.184756,Extended,129,735.683769,Sports Car,Large
Washington,8176.576796,Basic,111,314.880326,SUV,Medsize
Washington,2582.862313,Basic,65,323.485239,Four-Door Car,Small
California,3118.981095,Extended,79,80.663097,Four-Door Car,Medsize
Washington,2938.07856,Extended,82,590.4,Four-Door Car,Medsize
Arizona,6883.686618,Extended,85,408,Four-Door Car,Medsize
Oregon,2215.912948,Basic,66,316.8,Two-Door Car,Medsize
Washington,4297.018104,Premium,107,513.6,Four-Door Car,Small
Arizona,21522.94749,Extended,79,81.166323,Two-Door Car,Medsize
Oregon,2761.691693,Extended,77,554.4,Four-Door Car,Small
Oregon,22563.61838,Basic,65,1.687291,Two-Door Car,Large
Oregon,5285.918307,Basic,73,392.951076,Two-Door Car,Small
Oregon,35062.64795,Basic,111,278.284943,SUV,Small
Oregon,5913.199024,Extended,91,436.8,Four-Door Car,Medsize
California,2593.398672,Basic,69,331.2,Two-Door Car,Medsize
Arizona,12692.67092,Premium,108,750.082794,Two-Door Car,Small
Oregon,3309.11965,Extended,87,417.6,Four-Door Car,Large
Washington,4754.449647,Extended,136,652.8,SUV,Medsize
California,2413.93064,Basic,65,312,Four-Door Car,Medsize
California,2161.685527,Basic,67,482.4,Two-Door Car,Medsize
Oregon,5527.988928,Basic,72,345.6,Four-Door Car,Large
Arizona,10629.21789,Extended,133,229.930796,SUV,Medsize
Nevada,11820.1098,Extended,98,371.108203,Four-Door Car,Medsize
California,4964.63152,Basic,62,117.998498,Four-Door Car,Medsize
California,9122.92563,Basic,113,434.09776,Sports Car,Small
Washington,5309.435869,Basic,70,211.136067,Four-Door Car,Medsize
Oregon,3460.66504,Extended,90,290.432527,Four-Door Car,Medsize
Oregon,2872.980808,Basic,73,283.966321,Four-Door Car,Medsize
Arizona,9927.877699,Extended,127,227.916076,SUV,Small
Nevada,3482.687007,Extended,86,134.430084,Four-Door Car,Medsize
Oregon,3991.727249,Extended,99,525.515271,Four-Door Car,Medsize
Oregon,5510.107444,Basic,69,144.439335,Four-Door Car,Medsize
Oregon,3600.934326,Basic,101,694.598288,SUV,Medsize
Oregon,5419.45812,Basic,67,172.518524,Two-Door Car,Medsize
Oregon,5810.630529,Basic,73,350.4,Four-Door Car,Large
California,3942.725768,Extended,99,300.703109,Four-Door Car,Large
Oregon,3126.271893,Extended,81,388.8,Four-Door Car,Small
California,3530.007745,Premium,108,777.6,Two-Door Car,Medsize
Washington,5029.296953,Basic,67,262.047663,Two-Door Car,Medsize
Arizona,4772.943848,Extended,133,638.4,SUV,Medsize
Oregon,2202.3352,Basic,61,292.8,Two-Door Car,Medsize
Washington,8717.049833,Basic,74,355.2,Four-Door Car,Large
Arizona,10373.88882,Extended,86,412.8,Four-Door Car,Medsize
Washington,7250.029606,Basic,69,496.8,Two-Door Car,Medsize
California,4307.422775,Basic,107,513.6,SUV,Medsize
Oregon,3040.253837,Extended,83,989.105367,Four-Door Car,Small
California,19160.98994,Extended,239,1294.700423,Luxury SUV,Medsize
Washington,5391.078171,Extended,135,972,SUV,Medsize
Oregon,5285.307579,Basic,67,321.6,Four-Door Car,Medsize
California,8024.992989,Basic,101,253.364333,SUV,Large
California,2810.464447,Basic,71,340.8,Two-Door Car,Medsize
Arizona,7739.550403,Extended,96,266.949266,Four-Door Car,Medsize
Washington,2175.740021,Basic,61,479.097472,Four-Door Car,Medsize
Nevada,3275.16199,Extended,81,494.847804,Two-Door Car,Medsize
Oregon,2652.695343,Basic,66,316.8,Two-Door Car,Medsize
California,5048.226244,Basic,65,312,Four-Door Car,Small
Washington,5515.41017,Extended,79,379.2,Four-Door Car,Small
Arizona,4858.429375,Basic,63,378.695238,Two-Door Car,Medsize
Oregon,2144.921535,Basic,61,292.8,Four-Door Car,Medsize
California,6042.618486,Extended,83,904.385726,Two-Door Car,Medsize
Oregon,3387.203337,Extended,84,93.623377,Four-Door Car,Medsize
Oregon,10864.27491,Basic,67,308.631159,Four-Door Car,Medsize
Oregon,8842.650024,Basic,112,396.17554,Sports Car,Medsize
Washington,4389.279424,Basic,112,537.6,SUV,Large
California,30763.25637,Basic,115,251.429988,Sports Car,Medsize
Washington,20725.37773,Premium,273,1965.6,Luxury SUV,Small
Nevada,8591.305411,Extended,128,1448.994134,SUV,Medsize
Arizona,2646.573754,Basic,71,340.8,Four-Door Car,Medsize
Oregon,4607.244307,Basic,63,208.659743,Two-Door Car,Medsize
Oregon,4860.62003,Basic,68,396.284835,Four-Door Car,Medsize
Oregon,2580.849899,Basic,66,316.8,Four-Door Car,Medsize
Washington,8646.504109,Basic,108,369.818708,SUV,Large
California,8405.752991,Basic,71,458.568921,Two-Door Car,Small
Arizona,3096.511217,Extended,79,379.2,Four-Door Car,Medsize
Arizona,29412.2893,Basic,107,513.6,SUV,Medsize
Washington,5898.733666,Extended,78,414.519064,Four-Door Car,Medsize
California,17497.52201,Basic,73,350.4,Two-Door Car,Medsize
Nevada,3218.608644,Extended,80,87.861666,Four-Door Car,Medsize
Oregon,23207.26972,Extended,96,192.144838,Four-Door Car,Large
Washington,8032.401911,Basic,68,160.07526,Four-Door Car,Medsize
Nevada,13918.5348,Premium,117,561.6,Four-Door Car,Medsize
Arizona,8966.309774,Extended,76,416.365369,Two-Door Car,Medsize
California,11981.98481,Basic,62,257.248789,Two-Door Car,Medsize
Nevada,5532.629846,Basic,69,331.2,Four-Door Car,Medsize
Nevada,11660.57298,Premium,151,826.658992,Sports Car,Medsize
Oregon,2886.451602,Extended,78,486.278557,Four-Door Car,Large
Arizona,12741.84754,Basic,106,419.365958,SUV,Medsize
Oregon,5398.098108,Basic,67,321.6,Four-Door Car,Medsize
California,7285.030983,Basic,61,386.031248,Four-Door Car,Small
Nevada,17651.96339,Extended,95,456,Four-Door Car,Small
Arizona,17029.89338,Extended,213,731.559007,Luxury SUV,Medsize
Arizona,2491.257604,Basic,65,329.206567,Four-Door Car,Medsize
Oregon,4039.315002,Basic,105,126.779673,SUV,Large
Oregon,2619.337376,Basic,66,225.578841,Two-Door Car,Medsize
Oregon,5049.689638,Basic,66,294.284951,Four-Door Car,Medsize
Oregon,4983.457132,Basic,62,72.665253,Two-Door Car,Small
California,2530.639412,Basic,66,8.737111,Four-Door Car,Medsize
California,7396.719746,Basic,64,394.582401,Four-Door Car,Medsize
California,3832.898507,Extended,95,97.176153,Four-Door Car,Medsize
Arizona,4961.405917,Basic,61,151.13336,Four-Door Car,Medsize
California,3861.486269,Extended,95,281.110788,Four-Door Car,Medsize
California,22658.53652,Basic,67,404.817249,Four-Door Car,Medsize
Oregon,10408.96865,Basic,101,523.815839,SUV,Medsize
Nevada,4834.710493,Basic,66,316.8,Four-Door Car,Medsize
Arizona,8257.666512,Basic,73,424.330166,Four-Door Car,Medsize
Nevada,3052.629532,Extended,93,446.4,Four-Door Car,Large
California,4012.319346,Extended,99,475.2,Two-Door Car,Large
Oregon,13355.48637,Basic,113,389.673944,SUV,Medsize
Oregon,2364.43161,Basic,62,199.37361,Four-Door Car,Medsize
Nevada,2489.337928,Basic,63,302.4,Two-Door Car,Large
Nevada,4755.720009,Extended,128,614.4,SUV,Small
California,13864.38495,Basic,74,580.886785,Four-Door Car,Large
Arizona,3020.424822,Basic,74,355.2,Two-Door Car,Medsize
California,6285.305195,Extended,90,432,Two-Door Car,Medsize
California,2506.021971,Basic,63,302.4,Four-Door Car,Medsize
Arizona,2826.307641,Basic,71,73.995096,Four-Door Car,Medsize
Nevada,4369.71794,Premium,108,535.926948,Two-Door Car,Medsize
Nevada,12174.58795,Basic,104,88.173438,Sports Car,Small
Nevada,3528.044252,Extended,92,441.6,Two-Door Car,Medsize
California,10436.57466,Extended,92,441.6,Four-Door Car,Medsize
Oregon,2746.121383,Basic,68,293.205349,Four-Door Car,Medsize
California,9175.171899,Premium,119,222.582872,Four-Door Car,Small
Washington,4979.079933,Basic,71,340.8,Two-Door Car,Medsize
Washington,2585.937023,Basic,68,326.4,Four-Door Car,Large
Oregon,9449.745947,Basic,63,117.744416,Four-Door Car,Medsize
California,4568.819387,Basic,70,524.836298,Two-Door Car,Medsize
Oregon,2574.020376,Basic,65,42.689135,Four-Door Car,Medsize
Arizona,8789.88406,Basic,109,523.2,Sports Car,Medsize
Arizona,2507.407815,Basic,63,174.086385,Four-Door Car,Medsize
Oregon,2522.41457,Basic,73,350.4,Two-Door Car,Medsize
Nevada,7542.713967,Basic,111,1186.972445,SUV,Medsize
Oregon,6005.214792,Extended,76,364.8,Four-Door Car,Medsize
Nevada,20998.25947,Basic,74,84.494022,Four-Door Car,Medsize
California,2345.084479,Basic,69,331.2,Four-Door Car,Medsize
California,8783.165364,Basic,112,806.4,SUV,Medsize
Oregon,4529.965388,Basic,117,46.104534,Sports Car,Small
Nevada,6033.222351,Extended,83,597.6,Four-Door Car,Medsize
Oregon,5308.246978,Premium,145,358.765757,SUV,Medsize
California,2674.730716,Basic,69,331.2,Four-Door Car,Small
California,4929.8075,Basic,70,837.438442,Four-Door Car,Medsize
California,14131.12134,Basic,185,888,Luxury Car,Medsize
Oregon,2471.528431,Basic,61,114.273025,Two-Door Car,Medsize
Arizona,6005.214792,Extended,76,364.8,Four-Door Car,Medsize
Washington,14082.63918,Premium,102,734.4,Four-Door Car,Large
Nevada,19116.56806,Basic,61,657.808231,Two-Door Car,Small
California,6631.665538,Extended,84,403.2,Four-Door Car,Medsize
Oregon,7432.299921,Basic,71,447.333545,Four-Door Car,Medsize
Nevada,2928.115104,Basic,74,174.292234,Two-Door Car,Large
California,46611.87375,Extended,136,979.2,SUV,Large
Oregon,16515.00927,Extended,138,159.004261,SUV,Medsize
Washington,8609.158215,Basic,107,289.040734,SUV,Medsize
Oregon,10213.56338,Extended,131,628.8,Sports Car,Medsize
Nevada,10049.28585,Extended,84,450.996589,Four-Door Car,Small
Oregon,5746.148291,Basic,72,48.884434,Four-Door Car,Medsize
Oregon,3746.751625,Extended,94,19.575683,Two-Door Car,Large
Oregon,7486.068405,Extended,95,3.772105,Four-Door Car,Medsize
Nevada,9120.065162,Basic,113,370.285349,SUV,Small
Oregon,5678.046711,Basic,70,8.076879,Two-Door Car,Medsize
Nevada,7517.083811,Basic,102,1178.995926,SUV,Medsize
Oregon,4530.530663,Basic,117,466.318191,Sports Car,Medsize
California,2691.380574,Basic,71,340.8,Four-Door Car,Small
Arizona,8068.623946,Basic,69,368.919773,Two-Door Car,Small
Oregon,2478.576723,Basic,62,166.507217,Four-Door Car,Medsize
Arizona,9112.041503,Basic,118,566.4,SUV,Small
Arizona,2772.441318,Basic,69,263.957201,Two-Door Car,Medsize
Arizona,4305.793209,Basic,111,215.23091,Sports Car,Small
California,5103.35758,Extended,131,398.190882,SUV,Medsize
Oregon,4784.960513,Basic,61,205.332749,Four-Door Car,Medsize
Oregon,10541.10977,Extended,131,905.030448,SUV,Medsize
Washington,2179.425137,Basic,63,544.362598,Two-Door Car,Medsize
Nevada,7610.840476,Extended,94,79.615631,Four-Door Car,Small
Arizona,8510.525936,Extended,121,871.2,Sports Car,Medsize
Oregon,16172.94049,Basic,68,12.394834,Four-Door Car,Medsize
Oregon,2425.494812,Basic,62,123.436634,Four-Door Car,Medsize
Oregon,2899.317224,Basic,74,304.390472,Four-Door Car,Medsize
California,3633.05403,Extended,95,614.367195,Two-Door Car,Small
California,3457.154249,Extended,91,245.673365,Four-Door Car,Medsize
Nevada,3394.720301,Extended,84,403.2,Four-Door Car,Medsize
Washington,3781.4548,Extended,94,451.2,Two-Door Car,Medsize
Oregon,5841.528134,Extended,79,379.2,Four-Door Car,Large
California,5479.854218,Basic,69,383.043363,Four-Door Car,Medsize
Nevada,20455.24946,Basic,67,482.4,Four-Door Car,Large
Oregon,8319.123035,Basic,69,154.748539,Four-Door Car,Medsize
Washington,5181.620895,Basic,64,307.2,Four-Door Car,Small
Oregon,4163.79336,Basic,117,561.6,SUV,Medsize
Arizona,4853.100287,Extended,125,717.285949,SUV,Medsize
Oregon,7531.697272,Basic,188,1353.6,Luxury Car,Medsize
Washington,3280.457296,Extended,82,251.756739,Four-Door Car,Medsize
Washington,32961.15225,Basic,102,459.966453,SUV,Medsize
California,2684.581561,Basic,67,383.655742,Two-Door Car,Small
Washington,10392.96347,Extended,129,618.20653,SUV,Medsize
Oregon,9036.657561,Premium,112,573.990258,Four-Door Car,Small
Arizona,5352.18703,Extended,132,199.590599,SUV,Medsize
Arizona,11880.96623,Premium,114,820.8,Four-Door Car,Medsize
Oregon,2557.094323,Basic,73,525.6,Four-Door Car,Medsize
California,7914.82311,Extended,99,355.641958,Four-Door Car,Medsize
California,9840.082616,Extended,81,388.8,Two-Door Car,Medsize
Arizona,4351.550504,Premium,108,518.4,Four-Door Car,Small
Oregon,22207.82615,Premium,287,1377.6,Luxury SUV,Small
Oregon,4825.258632,Basic,71,511.2,Two-Door Car,Medsize
Arizona,6947.838781,Extended,99,475.2,Two-Door Car,Medsize
California,3344.809462,Extended,85,24.555177,Four-Door Car,Small
Arizona,2357.503128,Basic,64,199.791024,Four-Door Car,Medsize
Oregon,35944.71048,Premium,114,820.8,Four-Door Car,Large
Nevada,10408.96865,Basic,101,523.815839,SUV,Medsize
Arizona,4048.16129,Basic,100,407.045238,SUV,Medsize
Oregon,6852.001946,Basic,69,406.999443,Four-Door Car,Medsize
California,2903.024168,Basic,74,355.2,Four-Door Car,Small
California,18039.11422,Basic,63,503.204804,Four-Door Car,Medsize
California,3242.043926,Extended,81,126.509441,Four-Door Car,Small
Nevada,2467.620791,Basic,65,724.463534,Four-Door Car,Small
Arizona,5674.383424,Basic,62,297.6,Four-Door Car,Medsize
Arizona,8634.355958,Extended,79,379.2,Four-Door Car,Medsize
Oregon,2780.196856,Basic,72,345.6,Four-Door Car,Large
Oregon,22056.00496,Extended,92,408.550442,Four-Door Car,Medsize
